Country,Province Code,Region,City/ Town
Canada,MB,Rm Of Ellice-Archie,
Canada,MB,Rm Of Elton,
Canada,MB,Rm Of Fisher,
Canada,MB,Rm Of Gimli,
Canada,MB,Rm Of Grahamdale,
Canada,MB,Rm Of Grey,
Canada,MB,Rm Of Hanover,
Canada,MB,Rm Of Headingley,
Canada,MB,Rm Of Kelset,
Canada,MB,Rm Of La Broquerie,
Canada,MB,Rm Of Lac du Bonnet,
Canada,MB,Rm Of Lakeshore,
Canada,MB,Rm Of Macdonald,
Canada,MB,Rm Of Minto-Odanah,
Canada,MB,Rm Of Montcalm,
Canada,MB,Rm Of Morris,
Canada,MB,Rm Of Mountain,
Canada,MB,Rm Of Oakview,
Canada,MB,Rm Of Piney,
Canada,MB,Rm Of Pipestone,
Canada,MB,Rm Of Portage La Prairie,
Canada,MB,Rm Of Prairie Lakes,
Canada,MB,Rm Of Reynolds,
Canada,MB,Rm Of Riding Mountain West,
Canada,MB,Rm Of Ritchot,
Canada,MB,Rm Of Roland,
Canada,MB,Rm Of Rosedale,
Canada,MB,Rm Of Rosser,
Canada,MB,Rm Of Sifton,
Canada,MB,Rm Of Springfield,
Canada,MB,Rm Of St. Andrews,
Canada,MB,Rm Of St. Clements,Brokenhead Reserve
Canada,MB,Rm Of St. Francois Xavier,
Canada,MB,Rm Of St. Laurent,
Canada,MB,Rm Of Stanley,
Canada,MB,Rm Of Ste. Anne,
Canada,MB,Rm Of Stuartburn,
Canada,MB,Rm Of Taché,
Canada,MB,Rm Of Thompson,
Canada,MB,Rm Of Victoria,
Canada,MB,Rm Of Victoria Beach,
Canada,MB,Rm Of Wallace-Woodworth,
Canada,MB,Rm Of West Interlake,
Canada,MB,Rm Of West St,
Canada,MB,Rm Of Whitehead,
Canada,MB,Rm Of Whitemouth,
Canada,MB,Rm Of Woodlands,
Canada,MB,Rm Of Yellowhead,
Canada,MB,Roblin,
Canada,MB,Roblin Rossburn,
Canada,MB,Rossburn,
Canada,MB,Russell-Binscarth,
Canada,MB,Selkirk,
Canada,MB,Snow Lake,
Canada,MB,Souris-Glenwood,
Canada,MB,South Interlake,
Canada,MB,Ste. Rose,
Canada,MB,Steinbach,Niverville
Canada,MB,Stonewall,
Canada,MB,Swan River,
Canada,MB,Swan Valley West,
Canada,MB,Teulon,
Canada,MB,The Pas,
Canada,MB,Thompson,
Canada,MB,Thompson And North Central,
Canada,MB,Two Borders,Elva
Canada,MB,Village Of Dunnottar,
Canada,MB,Village Of St. Pierre-Jolys,
Canada,MB,Virden,
Canada,MB,Western Manitoba,
Canada,MB,Westlake-Gladstone,
Canada,MB,Westman,Baldur
Canada,MB,Westman,Beulah
Canada,MB,Westman,Birtle
Canada,MB,Westman,Boissevain
Canada,MB,Westman,Brandon
Canada,MB,Westman,Carberry
Canada,MB,Westman,Crystal City
Canada,MB,Westman,Deloraine
Canada,MB,Westman,Elkhorn
Canada,MB,Westman,Glenboro
Canada,MB,Westman,Griswold
Canada,MB,Westman,Hamiota
Canada,MB,Westman,Hartney
Canada,MB,Westman,Killarney
Canada,MB,Westman,Melita
Canada,MB,Westman,Minnedosa
Canada,MB,Westman,Neepawa
Canada,MB,Westman,Pipestone
Canada,MB,Westman,Reston
Canada,MB,Westman,Rivers
Canada,MB,Westman,Shilo
Canada,MB,Westman,Shoal Lake
Canada,MB,Westman,Virden
Canada,MB,Westman,Wawanesa
Canada,MB,Whitehorse Plains,La Salle
Canada,MB,Winnipeg,
Canada,MB,Winnipeg Beach,
Canada,MB,Winnipeg Capital,Headingley
Canada,MB,Winnipeg Capital,Oakbank
Canada,MB,Winnipeg Capital,Winnipeg
Canada,MB,Wrinkler,
Canada,MB,unknown,Opaskwayak
Canada,NB,Albert,Hillsborough
Canada,NB,Albert,Riverside-Albert
Canada,NB,Albert,Riverview
Canada,NB,Carleton,Bristol
Canada,NB,Carleton,Hartland
Canada,NB,Carleton,Waterville Carleton Co
Canada,NB,Carleton,Woodstock First Nation
Canada,NB,Carleton,Woodstock
Canada,NB,Charlotte,Blacks Harbour
Canada,NB,Charlotte,Fairhaven
Canada,NB,Charlotte,Grand Manan
Canada,NB,Charlotte,Oak Bay
Canada,NB,Charlotte,Old Ridge
Canada,NB,Charlotte,Richardson
Canada,NB,Charlotte,St George
Canada,NB,Charlotte,St. Stephen
Canada,NB,Charlotte,St. Andrews
Canada,NB,Charlotte,Welshpool
Canada,NB,Gloucester,Allardville
Canada,NB,Gloucester,Bathurst
Canada,NB,Gloucester,Beresford
Canada,NB,Gloucester,Bertrand
Canada,NB,Gloucester,Caraquet
Canada,NB,Gloucester,Lamèque
Canada,NB,Gloucester,Miscou
Canada,NB,Gloucester,Pabineau First Nation
Canada,NB,Gloucester,Paquetville
Canada,NB,Gloucester,Pointe-Verte
Canada,NB,Gloucester,Saint-Isidore
Canada,NB,Gloucester,Shippagan
Canada,NB,Gloucester,Tracadie-Sheila
Canada,NB,Kent,Bouctouche
Canada,NB,Kent,Bouctouche Reserve
Canada,NB,Kent,Elsipogtog First Nation
Canada,NB,Kent,Indian Island
Canada,NB,Kent,Rexton
Canada,NB,Kent,Richibucto
Canada,NB,Kent,Saint-Paul
Canada,NB,Kent,Sainte-Anne-De-Kent
Canada,NB,Kings,Hampton
Canada,NB,Kings,Norton
Canada,NB,Kings,Quispamsis
Canada,NB,Kings,Rothesay
Canada,NB,Kings,Sussex
Canada,NB,Madawaska,Clair
Canada,NB,Madawaska,Edmundston
Canada,NB,Madawaska,Madawaska Maliseet First Nation
Canada,NB,Madawaska,Saint-Andre
Canada,NB,Madawaska,Sainte-Anne-De-Madawaska
Canada,NB,Northumberland,Blackville
Canada,NB,Northumberland,Boiestown
Canada,NB,Northumberland,Burnt Church First Nation
Canada,NB,Northumberland,Doaktown
Canada,NB,Northumberland,Eel Ground
Canada,NB,Northumberland,Miramichi
Canada,NB,Northumberland,Neguac
Canada,NB,Northumberland,Red Bank
Canada,NB,Northumberland,Rogersville
Canada,NB,Queens,Chipman
Canada,NB,Queens,Minto
Canada,NB,Restigouche,Belledune
Canada,NB,Restigouche,Campbellton
Canada,NB,Restigouche,Dalhousie
Canada,NB,Restigouche,Eel River Bar First Nation
Canada,NB,Restigouche,Kedgwick
Canada,NB,Restigouche,Saint-Quentin
Canada,NB,Saint John,Grand bay
Canada,NB,Saint John,
Canada,NB,Sunbury,Oromocto
Canada,NB,Victoria,Grand Falls
Canada,NB,Victoria,Perth-Andover
Canada,NB,Victoria,Plaster Rock
Canada,NB,Victoria,Tobique First Nation
Canada,NB,Westmorland,Cap-Pele
Canada,NB,Westmorland,Dieppe
Canada,NB,Westmorland,Dorchester
Canada,NB,Westmorland,Memramcook
Canada,NB,Westmorland,Moncton
Canada,NB,Westmorland,Petitcodiac
Canada,NB,Westmorland,"Port elgin,nb"
Canada,NB,Westmorland,Shediac
Canada,NB,York,Fredericton
Canada,NB,York,Fredicton
Canada,NB,York,Fredricton
Canada,NB,York,Harvey Station
Canada,NB,York,Kingsclear First Nation
Canada,NB,York,Kingsley
Canada,NB,York,Mcadam
Canada,NB,York,Nackawic
Canada,NB,York,Scotch Lake
Canada,NB,York,St Croix
Canada,NB,York,Stanley
Canada,NB,unknown,Eel river
Canada,NB,unknown,Sackville
Canada,NL,Avalon,Bay Roberts
Canada,NL,Avalon,Bell Island
Canada,NL,Avalon,Carbonear
Canada,NL,Avalon,Conception Bay South
Canada,NL,Avalon,Dunville
Canada,NL,Avalon,Ferryland
Canada,NL,Avalon,Goulds
Canada,NL,Avalon,Harbour Grace
Canada,NL,Avalon,Holyrood
Canada,NL,Avalon,Mobile
Canada,NL,Avalon,Mount Pearl
Canada,NL,Avalon,Old Perlican
Canada,NL,Avalon,Placentia
Canada,NL,Avalon,Shea Heights
Canada,NL,Avalon,St John's
Canada,NL,Avalon,St. John's
Canada,NL,Avalon,Torbay
Canada,NL,Avalon,Trepassey
Canada,NL,Avalon,Whitbourne
Canada,NL,Avalon,Witless Bay
Canada,NL,Burin Peninsula,
Canada,NL,Central,Baie Verte
Canada,NL,Central,Belleoram
Canada,NL,Central,Botwood
Canada,NL,Central,Brookfield
Canada,NL,Central,Buchans
Canada,NL,Central,Change Islands
Canada,NL,Central,Conne River
Canada,NL,Central,Dover
Canada,NL,Central,Eastport
Canada,NL,Central,English Harbour West
Canada,NL,Central,Fogo
Canada,NL,Central,Gambo
Canada,NL,Central,Gander
Canada,NL,Central,Glenwood
Canada,NL,Central,Glovertown
Canada,NL,Central,Grand Falls-Windsor
Canada,NL,Central,Harbour Breton
Canada,NL,Central,Hermitage
Canada,NL,Central,Herring Neck
Canada,NL,Central,La Scie
Canada,NL,Central,Lewisporte
Canada,NL,Central,Mccallum
Canada,NL,Central,Musgrave Harbour
Canada,NL,Central,Norris Arm
Canada,NL,Central,Peterview
Canada,NL,Central,Port-aux-basques
Canada,NL,Central,Ramea
Canada,NL,Central,Roberts Arm
Canada,NL,Central,Springdale
Canada,NL,Central,St Albans
Canada,NL,Central,St Brendans
Canada,NL,Central,Summerford
Canada,NL,Central,Twillingate
Canada,NL,Central,Victoria Cove
Canada,NL,Central,Wareham-Centreville
Canada,NL,Central,Windsor
Canada,NL,Clarenville,
Canada,NL,Conception Bay - St. Johns,Paradise
Canada,NL,Corner Brook,Corner Brook
Canada,NL,Eastern,Bay L'argent
Canada,NL,Eastern,Bonavista
Canada,NL,Eastern,Burin
Canada,NL,Eastern,Clarenville
Canada,NL,Eastern,Garnish
Canada,NL,Eastern,Grand Bank
Canada,NL,Eastern,Lamaline
Canada,NL,Eastern,Marystown
Canada,NL,Eastern,South East Bight
Canada,NL,Eastern,St Lawrence
Canada,NL,Eastern,Terrenceville
Canada,NL,Eastern,Trinity Tb
Canada,NL,Grand-Sault,
Canada,NL,Harbour Breton,
Canada,NL,Hopedale,
Canada,NL,Labrador,Black Tickle
Canada,NL,Labrador,Cartwright
Canada,NL,Labrador,Churchill Falls
Canada,NL,Labrador,Forteau
Canada,NL,Labrador,Happy Valley-Goose Bay
Canada,NL,Labrador,Hopedale
Canada,NL,Labrador,Makkovik
Canada,NL,Labrador,Marys Harbour
Canada,NL,Labrador,Nain
Canada,NL,Labrador,Natuashish
Canada,NL,Labrador,North West River
Canada,NL,Labrador,Port Hope Simpson
Canada,NL,Labrador,Postville
Canada,NL,Labrador,Rigolet
Canada,NL,Labrador,St Lewis
Canada,NL,Labrador,Wabush
Canada,NL,Labrador City,Labrador City
Canada,NL,Stephenville,
Canada,NL,Western,Benoits Cove
Canada,NL,Western,Bonne Bay
Canada,NL,Western,Burgeo
Canada,NL,Western,Cape Ray
Canada,NL,Western,Cape St George
Canada,NL,Western,Channel-Port-Aux-Basques
Canada,NL,Western,Charlottetown Lab
Canada,NL,Western,Cow Head
Canada,NL,Western,Daniels Harbour
Canada,NL,Western,Deer Lake
Canada,NL,Western,Doyles
Canada,NL,Western,Flowers Cove
Canada,NL,Western,Francois
Canada,NL,Western,Grand Bay East
Canada,NL,Western,Grey River
Canada,NL,Western,Hampden
Canada,NL,Western,Jacksons Arm
Canada,NL,Western,Jeffreys
Canada,NL,Western,La Poile
Canada,NL,Western,Lourdes
Canada,NL,Western,Norris Point
Canada,NL,Western,Parsons Pond
Canada,NL,Western,Pollards Point
Canada,NL,Western,Port Au Port
Canada,NL,Western,Port Saunders
Canada,NL,Western,Roddickton
Canada,NL,Western,Rose Blanche
Canada,NL,Western,St Anthony
Canada,NL,Western,St George's
Canada,NL,Western,Stephenville
Canada,NL,Western,Stephenville Crossing
Canada,NL,Western,Trout River
Canada,NL,Wiltondale,
Canada,NL,Woodstock,
Canada,NS,Annapolis,Annapolis Royal
Canada,NS,Annapolis,Bridgetown
Canada,NS,Annapolis,Cornwallis
Canada,NS,Annapolis,Lawrencetown
Canada,NS,Annapolis,Middleton
Canada,NS,Antigonish,Afton Station
Canada,NS,Antigonish,Antigonish
Canada,NS,Antigonish,Monastery
Canada,NS,Antigonish,St Andrews
Canada,NS,Cape Breton,Eskasoni
Canada,NS,Cape Breton,Glace Bay
Canada,NS,Cape Breton,Membertou
Canada,NS,Cape Breton,New Waterford
Canada,NS,Cape Breton,North Sydney
Canada,NS,Cape Breton,Sydney
Canada,NS,Cape Breton,Sydney Mines
Canada,NS,Colchester,Earltown
Canada,NS,Colchester,Tatamagouche
Canada,NS,Colchester,Truro
Canada,NS,Colchester,Truro Heights
Canada,NS,Cumberland,Advocate Harbour
Canada,NS,Cumberland,Amherst
Canada,NS,Cumberland,Parrsboro
Canada,NS,Cumberland,Pugwash
Canada,NS,Cumberland,River Hebert
Canada,NS,Cumberland,Springhill
Canada,NS,Digby,Bear River
Canada,NS,Digby,Church Point
Canada,NS,Digby,Digby
Canada,NS,Digby,Meteghan Centre
Canada,NS,Digby,Weymouth
Canada,NS,Guysborough,Canso
Canada,NS,Guysborough,Guysborough
Canada,NS,Halifax,Bedford
Canada,NS,Halifax,Cole Harbour
Canada,NS,Halifax,Dartmouth
Canada,NS,Halifax,East Preston
Canada,NS,Halifax,Eastern Passage
Canada,NS,Halifax,Fall River
Canada,NS,Halifax,Halibut Bay
Canada,NS,Halifax,Halifax
Canada,NS,Halifax,Hammonds Plains
Canada,NS,Halifax,Hatchet Lake
Canada,NS,Halifax,Hubbards
Canada,NS,Halifax,Hubley
Canada,NS,Halifax,Lakeside
Canada,NS,Halifax,Lower Sackville
Canada,NS,Halifax,Middle Musquodoboit
Canada,NS,Halifax,Musquodoboit Harbour
Canada,NS,Halifax,North Preston
Canada,NS,Halifax,Porters Lake
Canada,NS,Halifax,Shearwater
Canada,NS,Halifax,Sheet Harbour
Canada,NS,Halifax,Timberlea
Canada,NS,Halifax,Upper Tantallon
Canada,NS,Halifax,Waverley
Canada,NS,Hants,Elmsdale
Canada,NS,Hants,Falmouth
Canada,NS,Hants,Hantsport
Canada,NS,Hants,Kennetcook
Canada,NS,Hants,Milford Station
Canada,NS,Hants,Newport
Canada,NS,Hants,Shubenacadie
Canada,NS,Hants,Windsor
Canada,NS,Inverness,Cheticamp
Canada,NS,Inverness,
Canada,NS,Inverness,Port Hawkesbury
Canada,NS,Inverness,Whycocomagh
Canada,NS,Kings,Auburn
Canada,NS,Kings,Berwick
Canada,NS,Kings,Cambridge Station
Canada,NS,Kings,Canning
Canada,NS,Kings,Coldbrook
Canada,NS,Kings,Greenwood
Canada,NS,Kings,Kentville
Canada,NS,Kings,Waterville
Canada,NS,Kings,Wolfville
Canada,NS,Lunenburg,Bridgewater
Canada,NS,Lunenburg,Chester
Canada,NS,Lunenburg,Chester Basin
Canada,NS,Lunenburg,Cookville
Canada,NS,Lunenburg,Lunenburg
Canada,NS,Lunenburg,New Ross
Canada,NS,Pictou,Micmac
Canada,NS,Pictou,New Glasgow
Canada,NS,Pictou,
Canada,NS,Pictou,Stellarton
Canada,NS,Pictou,Thorburn
Canada,NS,Pictou,Westville
Canada,NS,Queens,Caledonia
Canada,NS,Queens,Liverpool
Canada,NS,Richmond,Arichat
Canada,NS,Richmond,Cleveland
Canada,NS,Richmond,Louisdale
Canada,NS,Richmond,St Peters
Canada,NS,Shelburne,Barrington
Canada,NS,Shelburne,Barrington Passage
Canada,NS,Shelburne,Clam Point
Canada,NS,Shelburne,Lockeport
Canada,NS,Shelburne,
Canada,NS,Victoria,Baddeck
Canada,NS,Victoria,Ingonish
Canada,NS,Victoria,Ingonish Beach
Canada,NS,Victoria,Neils Harbour
Canada,NS,Victoria,Wagmatcook
Canada,NS,Yarmouth,Arcadia
Canada,NS,Yarmouth,Tusket
Canada,NS,Yarmouth,
Canada,NS,Yarmouth,Yarmouth 33
Canada,NT,Dehcho,Fort Liard
Canada,NT,Dehcho,Fort Simpson
Canada,NT,Dehcho,Jean Marie River
Canada,NT,Dehcho,Nahanni Butte
Canada,NT,Dehcho,Trout Lake
Canada,NT,Dehcho,Wrigley
Canada,NT,Inuvik,Aklavik
Canada,NT,Inuvik,Fort Mcpherson
Canada,NT,Inuvik,
Canada,NT,Inuvik,Paulatuk
Canada,NT,Inuvik,Sachs Harbour
Canada,NT,Inuvik,Tsiigehtchic
Canada,NT,Inuvik,Tuktoyaktuk
Canada,NT,Inuvik,Ulukhaktok
Canada,NT,North Slave,Behchoko`
Canada,NT,North Slave,Gameti
Canada,NT,North Slave,Lutselk'e
Canada,NT,North Slave,Wekweti
Canada,NT,North Slave,Whati
Canada,NT,North Slave,Yellowknife
Canada,NT,Region 1,
Canada,NT,Region 2,
Canada,NT,Region 4,
Canada,NT,Region 5,
Canada,NT,Region 6,
Canada,NT,Sahtu,Colville Lake
Canada,NT,Sahtu,Deline
Canada,NT,Sahtu,Fort Good Hope
Canada,NT,Sahtu,Norman Wells
Canada,NT,Sahtu,Tulita
Canada,NT,South Slave,Fort Providence
Canada,NT,South Slave,Fort Resolution
Canada,NT,South Slave,Fort Smith
Canada,NT,South Slave,Hay River
Canada,NT,unknown,Lutselk'e
Canada,NT,unknown,Rae lakes
Canada,NU,Kitikmeot,Cambridge Bay
Canada,NU,Kitikmeot,Gjoa Haven
Canada,NU,Kitikmeot,Kugaaruk
Canada,NU,Kitikmeot,Kugluktuk
Canada,NU,Kitikmeot,Taloyoak
Canada,NU,Kivallia,
Canada,NU,Kivalliq,Arviat
Canada,NU,Kivalliq,Baker Lake
Canada,NU,Kivalliq,Chesterfield Inlet
Canada,NU,Kivalliq,Coral Harbour
Canada,NU,Kivalliq,Naujaat
Canada,NU,Kivalliq,Rankin Inlet
Canada,NU,Kivalliq,Repulse Bay
Canada,NU,Kivalliq,Whale Cove
Canada,NU,Qikiqtaaluk,Arctic Bay
Canada,NU,Qikiqtaaluk,Clyde River
Canada,NU,Qikiqtaaluk,Grise Fiord
Canada,NU,Qikiqtaaluk,Igloolik
Canada,NU,Qikiqtaaluk,Iqaluit
Canada,NU,Qikiqtaaluk,Kimmirut
Canada,NU,Qikiqtaaluk,Kinngait
Canada,NU,Qikiqtaaluk,Nanisivik
Canada,NU,Qikiqtaaluk,Pangnirtung
Canada,NU,Qikiqtaaluk,Pond Inlet
Canada,NU,Qikiqtaaluk,Qikiqtarjuaq
Canada,NU,Qikiqtaaluk,Resolute
Canada,NU,Qikiqtaaluk,Sanikiluaq
Canada,NU,Qikiqtaaluk,Sanirajak
Canada,ON,Algoma,Batchewana First Nation
Canada,ON,Algoma,Blind River
Canada,ON,Algoma,Cutler
Canada,ON,Algoma,Dubreuilville
Canada,ON,Algoma,Elliot Lake
Canada,ON,Algoma,Garden River First Nation
Canada,ON,Algoma,Hornepayne
Canada,ON,Algoma,Hornpayne First Nation
Canada,ON,Algoma,Michipicoten First Nation
Canada,ON,Algoma,Missanabie
Canada,ON,Algoma,Missanabie Cree First Nation
Canada,ON,Algoma,Mississauga First Nation
Canada,ON,Algoma,Rankin Location 15D First Nation
Canada,ON,Algoma,Richards Landing
Canada,ON,Algoma,Sagamok First Nation
Canada,ON,Algoma,Sault Ste Marie
Canada,ON,Algoma,Serpent River First Natin
Canada,ON,Algoma,Serpent River First Nation
Canada,ON,Algoma,Thessalon
Canada,ON,Algoma,Wawa
Canada,ON,Algoma,White River
Canada,ON,Brant,Brantford
Canada,ON,Brant,Ohsweken
Canada,ON,Brant,Paris
Canada,ON,Bruce,Cape Croker
Canada,ON,Bruce,Chesley
Canada,ON,Bruce,Kincardine
Canada,ON,Bruce,Lions Head
Canada,ON,Bruce,Port Elgin
Canada,ON,Bruce,Southampton
Canada,ON,Bruce,Tobermory
Canada,ON,Bruce,Walkerton
Canada,ON,Bruce,Wiarton
Canada,ON,Chatham-Kent,Blenheim
Canada,ON,Chatham-Kent,Bothwell
Canada,ON,Chatham-Kent,Chatham
Canada,ON,Chatham-Kent,Dover Centre
Canada,ON,Chatham-Kent,Dresden
Canada,ON,Chatham-Kent,Ridgetown
Canada,ON,Chatham-Kent,Thamesville
Canada,ON,Chatham-Kent,Tilbury
Canada,ON,Chatham-Kent,Wallaceburg
Canada,ON,Cochrane,Calstock
Canada,ON,Cochrane,Cochrane
Canada,ON,Cochrane,Constance Lake
Canada,ON,Cochrane,Fort albany
Canada,ON,Cochrane,Fort Albany First Nation
Canada,ON,Cochrane,Hearst
Canada,ON,Cochrane,Iroquois Falls
Canada,ON,Cochrane,Kapuskasing
Canada,ON,Cochrane,Kashechewan First Nation
Canada,ON,Cochrane,Marten Falls First Nation
Canada,ON,Cochrane,Matheson
Canada,ON,Cochrane,Moose Factory
Canada,ON,Cochrane,Moosonee
Canada,ON,Cochrane,Opasatika
Canada,ON,Cochrane,Schumacher
Canada,ON,Cochrane,Smooth Rock Falls
Canada,ON,Cochrane,South Porcupine
Canada,ON,Cochrane,Timmins
Canada,ON,Dufferin,Melancthon
Canada,ON,Dufferin,Orangeville
Canada,ON,Durham,Ajax
Canada,ON,Durham,Beaverton
Canada,ON,Durham,Bowmanville
Canada,ON,Durham,Cannington
Canada,ON,Durham,Courtice
Canada,ON,Durham,Newcastle
Canada,ON,Durham,Oshawa
Canada,ON,Durham,Pickering
Canada,ON,Durham,Port Perry
Canada,ON,Durham,Sunderland
Canada,ON,Durham,Uxbridge
Canada,ON,Durham,Whitby
Canada,ON,Elgin,Aylmer
Canada,ON,Elgin,Springfield
Canada,ON,Elgin,St. Thomas
Canada,ON,Elgin,West Lorne
Canada,ON,Essex,Amherstburg
Canada,ON,Essex,Belle River
Canada,ON,Essex,
Canada,ON,Essex,Harrow
Canada,ON,Essex,Kingsville
Canada,ON,Essex,Leamington
Canada,ON,Essex,Pelee island
Canada,ON,Frontenac,Harrowsmith
Canada,ON,Frontenac,Hinchinbrooke
Canada,ON,Frontenac,Sharbot Lake
Canada,ON,Frontenac,Verona
Canada,ON,Grey,Chatsworth
Canada,ON,Grey,Dornoch
Canada,ON,Grey,Dundalk
Canada,ON,Grey,Durham
Canada,ON,Grey,Hanover
Canada,ON,Grey,Markdale
Canada,ON,Grey,Meaford
Canada,ON,Grey,Owen Sound
Canada,ON,Haldimand-Norfolk,Cayuga
Canada,ON,Haldimand-Norfolk,Dunnville
Canada,ON,Haldimand-Norfolk,Hagersville
Canada,ON,Haldimand-Norfolk,Langton
Canada,ON,Haldimand-Norfolk,Simcoe
Canada,ON,Haldimand-Norfolk,Townsend
Canada,ON,Haliburton,Eagle Lake
Canada,ON,Haliburton,Haliburton
Canada,ON,Haliburton,Minden
Canada,ON,Halton,Acton
Canada,ON,Halton,Burlington
Canada,ON,Halton,Georgetown
Canada,ON,Halton,Milton
Canada,ON,Halton,Oakville
Canada,ON,Hamilton,Ancaster
Canada,ON,Hamilton,Binbrook
Canada,ON,Hamilton,Dundas
Canada,ON,Hamilton,Flamborough
Canada,ON,Hamilton,
Canada,ON,Hamilton,Jerseyville
Canada,ON,Hamilton,Millgrove
Canada,ON,Hamilton,Stoney Creek
Canada,ON,Hamilton,Waterdown
Canada,ON,Hastings,Astra
Canada,ON,Hastings,Bancroft
Canada,ON,Hastings,Belleville
Canada,ON,Hastings,Deseronto
Canada,ON,Hastings,Madoc
Canada,ON,Hastings,Marmora
Canada,ON,Hastings,Shannonville
Canada,ON,Hastings,Stirling
Canada,ON,Hastings,Thomasburg
Canada,ON,Hastings,Trenton
Canada,ON,Huron,Bayfield
Canada,ON,Huron,Brussels
Canada,ON,Huron,Clinton
Canada,ON,Huron,Dublin
Canada,ON,Huron,Exeter
Canada,ON,Huron,Goderich
Canada,ON,Huron,Seaforth
Canada,ON,Huron,Stratford
Canada,ON,Huron,Wingham
Canada,ON,Kawartha Lakes,
Canada,ON,Kawartha Lakes,Cambray
Canada,ON,Kawartha Lakes,Lindsay
Canada,ON,Kenora,Angling Lake First Nation
Canada,ON,Kenora,Attawapiskat First Nation
Canada,ON,Kenora,Bearskin Lake
Canada,ON,Kenora,Bearskin Lake First Nation
Canada,ON,Kenora,Big Trout Lake
Canada,ON,Kenora,Big Trout Lake First Nation
Canada,ON,Kenora,Cat Lake First Nation
Canada,ON,Kenora,Dalles First Nation
Canada,ON,Kenora,Deer Lake First Nation
Canada,ON,Kenora,Dryden
Canada,ON,Kenora,Eagle Lake First Nation
Canada,ON,Kenora,Eagle River
Canada,ON,Kenora,Ear Falls
Canada,ON,Kenora,Fort Hope First Nation (Eabametoong)
Canada,ON,Kenora,Fort Severn First Nation
Canada,ON,Kenora,Grassy Narrows First Nation
Canada,ON,Kenora,Hudson
Canada,ON,Kenora,Ignace
Canada,ON,Kenora,Kasabonika First Nation
Canada,ON,Kenora,Keewatin
Canada,ON,Kenora,Keewaywin First Nation
Canada,ON,Kenora,Kejick First Nation
Canada,ON,Kenora,Kenora
Canada,ON,Kenora,Kingfisher Lake First Nation
Canada,ON,Kenora,Lac Seul First Nation
Canada,ON,Kenora,Lansdowne House First Nation
Canada,ON,Kenora,Migisi Sahgaigan
Canada,ON,Kenora,Minaki
Canada,ON,Kenora,Muskrat Dam First Nation
Canada,ON,Kenora,Nestor Falls
Canada,ON,Kenora,North Caribou Lake First Nation
Canada,ON,Kenora,North Spirit Lake First Nation
Canada,ON,Kenora,Osnaburgh House
Canada,ON,Kenora,Pawitik
Canada,ON,Kenora,Peawanuck
Canada,ON,Kenora,Perrault Falls
Canada,ON,Kenora,Pickle Lake
Canada,ON,Kenora,Pikangikum First Nation
Canada,ON,Kenora,Poplar Hill First Nation
Canada,ON,Kenora,Red Lake
Canada,ON,Kenora,Sachigo Lake First Nation
Canada,ON,Kenora,Sandy Lake First Nation
Canada,ON,Kenora,Sioux Lookout
Canada,ON,Kenora,Sioux Narrows
Canada,ON,Kenora,Slate Falls First Nation
Canada,ON,Kenora,Summer Beaver First Nation
Canada,ON,Kenora,Vermilion Bay
Canada,ON,Kenora,Webequie First Nation
Canada,ON,Kenora,Whitedog First Nation (Wabaseemoong)
Canada,ON,Kenora,Wunnumin Lake First Nation
Canada,ON,Lambton,Bright's Grove
Canada,ON,Lambton,Forest
Canada,ON,Lambton,Grand Bend
Canada,ON,Lambton,Kettle And Stony Point
Canada,ON,Lambton,Petrolia
Canada,ON,Lambton,Point Edward
Canada,ON,Lambton,Sarnia
Canada,ON,Lambton,Watford
Canada,ON,Lambton,Wyoming
Canada,ON,Lanark,Almonte
Canada,ON,Lanark,Carleton Place
Canada,ON,Lanark,
Canada,ON,Lanark,Perth
Canada,ON,Lanark,Smiths Falls
Canada,ON,Leeds And Grenville,Brockville
Canada,ON,Leeds And Grenville,Delta
Canada,ON,Leeds And Grenville,Elgin
Canada,ON,Leeds And Grenville,Gananoque
Canada,ON,Leeds And Grenville,Kemptville
Canada,ON,Leeds And Grenville,Merrickville
Canada,ON,Leeds And Grenville,Prescott
Canada,ON,Leeds And Grenville,Westport
Canada,ON,Lennox And Addington,Amherstview
Canada,ON,Lennox And Addington,Cloyne
Canada,ON,Lennox And Addington,Kingston
Canada,ON,Lennox And Addington,Napanee
Canada,ON,Lennox And Addington,Northbrook
Canada,ON,Lennox And Addington,Odessa
Canada,ON,Manitoulin,Birch Island
Canada,ON,Manitoulin,Gordon/Barrie Island
Canada,ON,Manitoulin,Little Current
Canada,ON,Manitoulin,Mchigeeng First Nation
Canada,ON,Manitoulin,Mindemoya
Canada,ON,Manitoulin,Sheguiandah First Nation
Canada,ON,Manitoulin,Sheshegwaning First Nation
Canada,ON,Manitoulin,Silver Water
Canada,ON,Manitoulin,Wikwemikong
Canada,ON,Manitoulin,Wikwemikong First Nation
Canada,ON,Middlesex,Ailsa Craig
Canada,ON,Middlesex,London
Canada,ON,Middlesex,Mount brydges
Canada,ON,Middlesex,Muncey
Canada,ON,Middlesex,Newbury
Canada,ON,Middlesex,Southwold
Canada,ON,Middlesex,Strathroy
Canada,ON,Muskoka,Bala
Canada,ON,Muskoka,Bracebridge
Canada,ON,Muskoka,Gravenhurst
Canada,ON,Muskoka,Huntsville
Canada,ON,Muskoka,Mactier
